FECHA,AÑO,MES_NUM,MES_NOMBRE,TRIMESTRE,CUATRIMESTRE,NUMERO_SEMANA,DIA_NOMBRE,DIA_NUM_SEMANA,DIA_DEL_AÑO
25/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,martes,2,84
26/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,miércoles,3,85
27/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,jueves,4,86
28/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,viernes,5,87
29/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,sábado,6,88
30/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,13,domingo,7,89
31/3/2003,2003,3,marzo,Trimestre 1,Cuatrimestre 1,14,lunes,1,90
1/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,martes,2,91
2/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,miércoles,3,92
3/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,jueves,4,93
4/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,viernes,5,94
5/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,sábado,6,95
6/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,14,domingo,7,96
7/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,lunes,1,97
8/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,martes,2,98
9/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,miércoles,3,99
10/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,jueves,4,100
11/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,viernes,5,101
12/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,sábado,6,102
13/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,15,domingo,7,103
14/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,lunes,1,104
15/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,martes,2,105
16/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,miércoles,3,106
17/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,jueves,4,107
18/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,viernes,5,108
19/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,sábado,6,109
20/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,16,domingo,7,110
21/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,lunes,1,111
22/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,martes,2,112
23/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,miércoles,3,113
24/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,jueves,4,114
25/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,viernes,5,115
26/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,sábado,6,116
27/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,17,domingo,7,117
28/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,18,lunes,1,118
29/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,18,martes,2,119
30/4/2003,2003,4,abril,Trimestre 2,Cuatrimestre 1,18,miércoles,3,120
1/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,18,jueves,4,121
2/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,18,viernes,5,122
3/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,18,sábado,6,123
4/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,18,domingo,7,124
5/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,lunes,1,125
6/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,martes,2,126
7/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,miércoles,3,127
8/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,jueves,4,128
9/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,viernes,5,129
10/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,sábado,6,130
11/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,19,domingo,7,131
12/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,lunes,1,132
13/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,martes,2,133
14/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,miércoles,3,134
15/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,jueves,4,135
16/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,viernes,5,136
17/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,sábado,6,137
18/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,20,domingo,7,138
19/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,lunes,1,139
20/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,martes,2,140
21/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,miércoles,3,141
22/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,jueves,4,142
23/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,viernes,5,143
24/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,sábado,6,144
25/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,21,domingo,7,145
26/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,lunes,1,146
27/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,martes,2,147
28/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,miércoles,3,148
29/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,jueves,4,149
30/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,viernes,5,150
31/5/2003,2003,5,mayo,Trimestre 2,Cuatrimestre 2,22,sábado,6,151
1/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,22,domingo,7,152
2/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,lunes,1,153
3/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,martes,2,154
4/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,miércoles,3,155
5/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,jueves,4,156
6/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,viernes,5,157
7/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,sábado,6,158
8/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,23,domingo,7,159
9/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,lunes,1,160
10/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,martes,2,161
11/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,miércoles,3,162
12/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,jueves,4,163
13/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,viernes,5,164
14/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,sábado,6,165
15/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,24,domingo,7,166
16/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,lunes,1,167
17/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,martes,2,168
18/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,miércoles,3,169
19/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,jueves,4,170
20/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,viernes,5,171
21/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,sábado,6,172
22/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,25,domingo,7,173
23/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,lunes,1,174
24/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,martes,2,175
25/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,miércoles,3,176
26/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,jueves,4,177
27/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,viernes,5,178
28/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,sábado,6,179
29/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,26,domingo,7,180
30/6/2003,2003,6,junio,Trimestre 2,Cuatrimestre 2,27,lunes,1,181
1/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,martes,2,182
2/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,miércoles,3,183
3/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,jueves,4,184
4/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,viernes,5,185
5/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,sábado,6,186
6/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,27,domingo,7,187
7/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,lunes,1,188
8/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,martes,2,189
9/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,miércoles,3,190
10/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,jueves,4,191
11/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,viernes,5,192
12/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,sábado,6,193
13/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,28,domingo,7,194
14/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,lunes,1,195
15/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,martes,2,196
16/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,miércoles,3,197
17/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,jueves,4,198
18/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,viernes,5,199
19/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,sábado,6,200
20/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,29,domingo,7,201
21/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,lunes,1,202
22/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,martes,2,203
23/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,miércoles,3,204
24/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,jueves,4,205
25/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,viernes,5,206
26/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,sábado,6,207
27/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,30,domingo,7,208
28/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,31,lunes,1,209
29/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,31,martes,2,210
30/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,31,miércoles,3,211
31/7/2003,2003,7,julio,Trimestre 3,Cuatrimestre 2,31,jueves,4,212
1/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,31,viernes,5,213
2/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,31,sábado,6,214
3/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,31,domingo,7,215
4/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,lunes,1,216
5/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,martes,2,217
6/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,miércoles,3,218
7/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,jueves,4,219
8/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,viernes,5,220
9/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,sábado,6,221
10/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,32,domingo,7,222
11/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,lunes,1,223
12/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,martes,2,224
13/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,miércoles,3,225
14/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,jueves,4,226
15/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,viernes,5,227
16/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,sábado,6,228
17/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,33,domingo,7,229
18/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,lunes,1,230
19/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,martes,2,231
20/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,miércoles,3,232
21/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,jueves,4,233
22/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,viernes,5,234
23/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,sábado,6,235
24/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,34,domingo,7,236
25/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,lunes,1,237
26/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,martes,2,238
27/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,miércoles,3,239
28/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,jueves,4,240
29/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,viernes,5,241
30/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,sábado,6,242
31/8/2003,2003,8,agosto,Trimestre 3,Cuatrimestre 2,35,domingo,7,243
1/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,lunes,1,244
2/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,martes,2,245
3/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,miércoles,3,246
4/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,jueves,4,247
5/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,viernes,5,248
6/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,sábado,6,249
7/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,36,domingo,7,250
8/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,lunes,1,251
9/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,martes,2,252
10/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,miércoles,3,253
11/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,jueves,4,254
12/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,viernes,5,255
13/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,sábado,6,256
14/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,37,domingo,7,257
15/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,lunes,1,258
16/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,martes,2,259
17/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,miércoles,3,260
18/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,jueves,4,261
19/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,viernes,5,262
20/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,sábado,6,263
21/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,38,domingo,7,264
22/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,lunes,1,265
23/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,martes,2,266
24/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,miércoles,3,267
25/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,jueves,4,268
26/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,viernes,5,269
27/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,sábado,6,270
28/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,39,domingo,7,271
29/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,40,lunes,1,272
30/9/2003,2003,9,septiembre,Trimestre 3,Cuatrimestre 3,40,martes,2,273
1/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,40,miércoles,3,274
2/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,40,jueves,4,275
3/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,40,viernes,5,276
4/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,40,sábado,6,277
5/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,40,domingo,7,278
6/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,lunes,1,279
7/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,martes,2,280
8/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,miércoles,3,281
9/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,jueves,4,282
10/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,viernes,5,283
11/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,sábado,6,284
12/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,41,domingo,7,285
13/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,lunes,1,286
14/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,martes,2,287
15/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,miércoles,3,288
16/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,jueves,4,289
17/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,viernes,5,290
18/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,sábado,6,291
19/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,42,domingo,7,292
20/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,lunes,1,293
21/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,martes,2,294
22/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,miércoles,3,295
23/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,jueves,4,296
24/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,viernes,5,297
25/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,sábado,6,298
26/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,43,domingo,7,299
27/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,44,lunes,1,300
28/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,44,martes,2,301
29/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,44,miércoles,3,302
30/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,44,jueves,4,303
31/10/2003,2003,10,octubre,Trimestre 4,Cuatrimestre 3,44,viernes,5,304
1/11/2003,2003,11,noviembre,Trimestre 4,Cuatrimestre 3,44,sábado,6,305
2/11/2003,2003,11,noviembre,Trimestre 4,Cuatrimestre 3,44,domingo,7,306
3/11/2003,2003,11,noviembre,Trimestre 4,Cuatrimestre 3,45,lunes,1,307
4/11/2003,2003,11,noviembre,Trimestre 4,Cuatrimestre 3,45,martes,2,308
